Date_of_Occurrence,Time_of_Occurrence,City,Crime_Type,Victim_Age,Victim_Gender,Crime_Risk_Level,Total_Crimes,Avg_Rating_T,Bad_Review_T,Drugs_Safety_ViolentCrimes_T,Good_Review_T,Street_Scams_Fraud_T,Avg_Rating_H,Total_Hotels,Bad_Review_Count_H,Good_Review_Count_H,Street_Scams_Fraud_Count_H,Drugsafety_Violentcrimes_Count_H
08/07/2023,10:11,Mumbai,SHOPLIFTING,48,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/07/2023,15:06,Delhi,TRAFFIC VIOLATION,24,F,Low,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/07/2023,10:17,Nashik,HOMICIDE,32,F,High,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
08/07/2023,12:28,Hyderabad,ROBBERY,61,M,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/07/2023,09:21,Delhi,DRUG OFFENSE,35,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/07/2023,15:15,Ahmedabad,EXTORTION,38,M,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
08/07/2023,04:13,Kalyan,SHOPLIFTING,34,F,Medium,67,4.151515152,301136,0,1565909,782955,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/07/2023,21:30,Agra,VANDALISM,54,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
08/07/2023,13:48,Bhopal,ASSAULT,14,F,Medium,116,4.274793388,258485,36068,41867863,8441585,3.42509832,2797,2077,507,112,21
08/08/2023,20:57,Mumbai,VANDALISM,16,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/08/2023,04:23,Ahmedabad,IDENTITY THEFT,42,F,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
08/08/2023,17:52,Delhi,CYBERCRIME,18,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/08/2023,21:29,Hyderabad,FIREARM OFFENSE,48,M,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/08/2023,16:32,Delhi,DOMESTIC VIOLENCE,13,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/08/2023,03:41,Lucknow,IDENTITY THEFT,16,F,Medium,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
08/08/2023,23:28,Bangalore,DRUG OFFENSE,64,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/08/2023,16:40,Lucknow,ASSAULT,39,F,Medium,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
08/08/2023,14:23,Ludhiana,TRAFFIC VIOLATION,31,M,Low,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
08/08/2023,05:53,Delhi,DRUG OFFENSE,26,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/08/2023,20:25,Mumbai,DOMESTIC VIOLENCE,78,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/08/2023,19:32,Ghaziabad,COUNTERFEITING,23,F,Medium,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
08/08/2023,02:12,Bangalore,COUNTERFEITING,51,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/08/2023,19:39,Mumbai,ROBBERY,43,M,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/08/2023,03:11,Patna,VANDALISM,60,M,Medium,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
08/08/2023,22:45,Chennai,PUBLIC INTOXICATION,37,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
08/08/2023,15:52,Bangalore,ILLEGAL POSSESSION,22,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/08/2023,05:25,Agra,VEHICLE - STOLEN,11,F,Medium,140,4.312571618,2144546,381097,304097743,63371614,3.559821096,2683,1900,692,75,9
08/08/2023,21:09,Kolkata,FRAUD,75,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/08/2023,21:41,Chennai,CYBERCRIME,40,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
08/08/2023,20:22,Delhi,VEHICLE - STOLEN,57,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/08/2023,20:29,Bangalore,ILLEGAL POSSESSION,21,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/08/2023,02:48,Mumbai,KIDNAPPING,18,M,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/08/2023,20:33,Varanasi,BURGLARY,10,F,Medium,56,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.49732334,1868,1454,352,48,12
08/09/2023,08:30,Mumbai,ARSON,48,M,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/09/2023,09:07,Kolkata,IDENTITY THEFT,14,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/09/2023,05:12,Kanpur,FRAUD,39,F,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
08/09/2023,21:40,Mumbai,SEXUAL ASSAULT,69,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/09/2023,22:18,Bhopal,SHOPLIFTING,47,M,Medium,116,4.274793388,258485,36068,41867863,8441585,3.42509832,2797,2077,507,112,21
08/09/2023,08:25,Chennai,SHOPLIFTING,56,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
08/09/2023,03:45,Mumbai,ROBBERY,68,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/09/2023,13:36,Nagpur,SHOPLIFTING,63,F,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
08/09/2023,06:40,Delhi,ASSAULT,44,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/09/2023,23:39,Pune,COUNTERFEITING,43,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
08/09/2023,01:08,Hyderabad,DOMESTIC VIOLENCE,20,M,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/09/2023,03:24,Hyderabad,SEXUAL ASSAULT,18,M,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/09/2023,14:52,Kanpur,DOMESTIC VIOLENCE,72,F,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
08/09/2023,10:33,Delhi,IDENTITY THEFT,20,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/09/2023,19:59,Hyderabad,ILLEGAL POSSESSION,40,M,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/09/2023,17:55,Kolkata,COUNTERFEITING,33,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/09/2023,15:20,Delhi,CYBERCRIME,53,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/09/2023,20:40,Hyderabad,SHOPLIFTING,47,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/09/2023,20:21,Delhi,ROBBERY,54,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/09/2023,08:11,Lucknow,KIDNAPPING,54,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
08/09/2023,20:42,Patna,FIREARM OFFENSE,25,F,High,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
08/09/2023,10:30,Delhi,VEHICLE - STOLEN,42,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/09/2023,11:00,Bangalore,HOMICIDE,69,M,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/09/2023,08:13,Surat,HOMICIDE,45,F,High,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
08/10/2023,09:41,Kolkata,SHOPLIFTING,17,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/10/2023,03:42,Ghaziabad,DOMESTIC VIOLENCE,14,M,Medium,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
08/10/2023,05:23,Lucknow,TRAFFIC VIOLATION,15,F,Low,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
08/10/2023,22:35,Nagpur,DOMESTIC VIOLENCE,36,F,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
08/10/2023,17:35,Mumbai,DRUG OFFENSE,76,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/10/2023,05:19,Mumbai,VEHICLE - STOLEN,10,M,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/10/2023,23:28,Chennai,IDENTITY THEFT,41,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
08/10/2023,16:46,Vasai,VEHICLE - STOLEN,18,F,Medium,62,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/10/2023,21:14,Jaipur,EXTORTION,28,F,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
08/10/2023,01:48,Bangalore,SEXUAL ASSAULT,43,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/10/2023,18:49,Bangalore,DOMESTIC VIOLENCE,35,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/10/2023,20:51,Lucknow,FIREARM OFFENSE,26,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
08/10/2023,16:33,Varanasi,FIREARM OFFENSE,72,F,High,56,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.49732334,1868,1454,352,48,12
08/10/2023,11:47,Mumbai,ARSON,75,F,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/10/2023,18:07,Ghaziabad,CYBERCRIME,71,M,Medium,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
08/10/2023,17:40,Delhi,EXTORTION,25,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/10/2023,13:32,Delhi,VANDALISM,66,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/10/2023,11:22,Mumbai,DOMESTIC VIOLENCE,47,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/10/2023,02:02,Bangalore,ILLEGAL POSSESSION,14,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/10/2023,16:55,Kolkata,ROBBERY,72,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/10/2023,03:35,Jaipur,IDENTITY THEFT,24,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
08/10/2023,13:43,Hyderabad,PUBLIC INTOXICATION,34,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/10/2023,20:23,Hyderabad,KIDNAPPING,28,M,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/10/2023,16:20,Ahmedabad,ARSON,79,F,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
08/11/2023,08:04,Chennai,CYBERCRIME,55,F,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
08/11/2023,13:57,Kolkata,ARSON,49,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/11/2023,04:21,Nashik,HOMICIDE,16,M,High,72,4.352486355,536813,15023,52417946,8041219,3.705965909,704,522,139,38,1
08/11/2023,11:18,Pune,TRAFFIC VIOLATION,51,M,Low,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
08/11/2023,12:34,Indore,SEXUAL ASSAULT,73,F,High,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
08/11/2023,14:40,Kolkata,PUBLIC INTOXICATION,76,M,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/11/2023,02:06,Surat,SHOPLIFTING,72,F,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
08/11/2023,07:35,Kolkata,COUNTERFEITING,16,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/11/2023,04:51,Pune,ASSAULT,73,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
08/11/2023,18:37,Mumbai,VEHICLE - STOLEN,18,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/11/2023,15:36,Ludhiana,PUBLIC INTOXICATION,47,M,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
08/11/2023,13:45,Patna,SEXUAL ASSAULT,47,F,High,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
08/11/2023,10:11,Ahmedabad,BURGLARY,44,M,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
08/11/2023,13:16,Hyderabad,BURGLARY,78,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
08/11/2023,21:29,Jaipur,VANDALISM,49,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
08/11/2023,01:56,Delhi,FRAUD,34,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/11/2023,11:41,Kolkata,CYBERCRIME,20,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/11/2023,08:02,Bangalore,PUBLIC INTOXICATION,76,M,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/11/2023,17:50,Delhi,VEHICLE - STOLEN,50,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/11/2023,10:50,Ahmedabad,BURGLARY,72,M,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
08/11/2023,00:18,Patna,SEXUAL ASSAULT,63,M,High,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
08/11/2023,15:05,Pune,SHOPLIFTING,63,M,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
08/11/2023,16:04,Varanasi,FIREARM OFFENSE,10,M,High,56,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.49732334,1868,1454,352,48,12
08/11/2023,15:39,Delhi,VANDALISM,32,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/12/2023,13:10,Bangalore,SEXUAL ASSAULT,64,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/12/2023,10:58,Kanpur,PUBLIC INTOXICATION,54,F,Medium,181,4.294280443,50461,11101,8157518,2081919,3.855245232,2936,1680,1095,114,8
08/12/2023,22:43,Ghaziabad,DRUG OFFENSE,77,F,Medium,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
08/12/2023,04:05,Surat,CYBERCRIME,13,F,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
08/12/2023,04:33,Delhi,BURGLARY,55,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/12/2023,20:58,Bangalore,ROBBERY,44,F,High,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/12/2023,13:03,Nagpur,DOMESTIC VIOLENCE,13,F,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
08/12/2023,07:28,Mumbai,COUNTERFEITING,13,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/12/2023,02:29,Pune,COUNTERFEITING,36,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
08/12/2023,06:39,Visakhapatnam,HOMICIDE,30,F,High,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
08/12/2023,23:44,Chennai,PUBLIC INTOXICATION,26,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
08/12/2023,06:45,Indore,KIDNAPPING,75,F,High,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
08/12/2023,13:49,Mumbai,CYBERCRIME,41,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/12/2023,06:30,Delhi,HOMICIDE,36,M,High,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/12/2023,22:21,Ahmedabad,FIREARM OFFENSE,24,F,High,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
08/12/2023,02:09,Bangalore,CYBERCRIME,63,F,Medium,606,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.405208758,29412,22179,4975,1302,141
08/12/2023,11:38,Delhi,BURGLARY,29,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
08/12/2023,14:53,Kolkata,ROBBERY,31,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/12/2023,23:49,Surat,SEXUAL ASSAULT,49,M,High,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
08/12/2023,12:45,Ghaziabad,ILLEGAL POSSESSION,31,M,Medium,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
08/12/2023,05:23,Kolkata,SEXUAL ASSAULT,54,F,High,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/12/2023,09:23,Kolkata,VANDALISM,40,F,Medium,443,4.186077998,2020667,126042,203886732,77492559,3.880890052,9932,7148,2307,336,54
08/12/2023,13:33,Mumbai,COUNTERFEITING,59,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
08/12/2023,01:46,Pune,DOMESTIC VIOLENCE,62,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
09/01/2023,06:51,Nagpur,DOMESTIC VIOLENCE,59,F,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
09/01/2023,22:02,Nagpur,TRAFFIC VIOLATION,24,F,Low,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
09/01/2023,23:13,Chennai,EXTORTION,53,F,High,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
09/01/2023,12:40,Ahmedabad,FRAUD,27,F,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
09/01/2023,03:20,Nagpur,VEHICLE - STOLEN,74,F,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
09/01/2023,06:14,Chennai,VANDALISM,73,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
09/01/2023,23:16,Surat,TRAFFIC VIOLATION,56,F,Low,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
09/01/2023,19:52,Ahmedabad,CYBERCRIME,27,F,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
09/01/2023,14:09,Chennai,SHOPLIFTING,29,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
09/01/2023,23:32,Hyderabad,SEXUAL ASSAULT,16,M,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
09/01/2023,10:00,Meerut,VEHICLE - STOLEN,60,F,Medium,68,4.229116945,28668,9215,2926969,902148,3.914225941,1434,919,440,40,13
09/01/2023,11:17,Mumbai,KIDNAPPING,60,M,High,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
09/01/2023,23:08,Delhi,SHOPLIFTING,57,M,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
09/01/2023,02:33,Visakhapatnam,DRUG OFFENSE,21,F,Medium,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
09/01/2023,20:59,Lucknow,SEXUAL ASSAULT,70,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
09/01/2023,09:23,Indore,ILLEGAL POSSESSION,14,F,Medium,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
09/01/2023,14:36,Rajkot,DOMESTIC VIOLENCE,76,F,Medium,52,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.424731183,186,154,20,11,1
09/01/2023,08:41,Thane,IDENTITY THEFT,49,F,Medium,120,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
09/01/2023,05:00,Jaipur,EXTORTION,15,F,High,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
09/01/2023,23:16,Nagpur,BURGLARY,26,M,Medium,213,4.20608339,228779,18062,2212756,4681599,3.400094473,2117,1463,529,117,7
09/01/2023,13:44,Indore,HOMICIDE,27,M,High,125,4.210236654,404741,32059,40637454,9521746,3.780066959,3883,2897,810,123,22
09/01/2023,23:05,Ahmedabad,ASSAULT,79,F,Medium,292,4.323777493,1281684,18810,140857519,31781697,3.209224917,2103,1671,351,73,8
09/01/2023,17:59,Pune,DRUG OFFENSE,51,F,Medium,407,4.340314136,1891826,136059,166847283,41961832,3.584702908,1582,1233,278,52,3
09/01/2023,06:00,Ludhiana,FRAUD,65,M,Medium,123,4.210769231,721108,5077,4176415,156240,4.129953917,2170,1393,643,121,11
09/02/2023,01:09,Jaipur,IDENTITY THEFT,44,F,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
09/02/2023,11:27,Hyderabad,ARSON,61,M,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
09/02/2023,07:18,Hyderabad,HOMICIDE,77,F,High,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
09/02/2023,08:11,Ghaziabad,KIDNAPPING,63,F,High,113,4.362302483,1271433,7079,5245914,2282573,2.823379275,3918,3026,574,291,16
09/02/2023,04:34,Kalyan,ARSON,50,F,High,67,4.151515152,301136,0,1565909,782955,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
09/02/2023,02:14,Patna,EXTORTION,62,F,High,112,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.810501382,2533,1919,530,65,14
09/02/2023,22:52,Mumbai,PUBLIC INTOXICATION,12,F,Medium,806,4.271025858,4180513,517063,588487222,179382201,3.331151118,1833,1469,272,77,9
09/02/2023,18:20,Delhi,TRAFFIC VIOLATION,55,F,Low,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
09/02/2023,17:24,Visakhapatnam,SEXUAL ASSAULT,60,F,High,110,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.319905213,3376,2578,588,158,22
09/02/2023,05:42,Surat,IDENTITY THEFT,74,M,Medium,204,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.671963678,881,693,139,34,4
09/02/2023,15:56,Delhi,COUNTERFEITING,44,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
09/02/2023,10:38,Hyderabad,ILLEGAL POSSESSION,39,F,Medium,515,4.274544445,3195806,218055,277947015,84152124,3.616645649,3965,2622,1131,161,16
09/02/2023,08:09,Lucknow,ROBBERY,11,F,High,238,4.140712393,569838,57084,46456837,15232242,3.620483369,12537,9469,2577,395,56
09/02/2023,21:19,Chennai,DRUG OFFENSE,11,M,Medium,439,4.170725757,2260919,190077,159336478,62122526,3.115402732,12738,8790,2839,801,114
09/02/2023,15:29,Jaipur,IDENTITY THEFT,60,M,Medium,211,4.235464114,2692714,145038,264807021,84002227,3.683488647,15238,11161,3450,471,57
09/02/2023,21:00,Delhi,COUNTERFEITING,26,F,Medium,901,4.249719028,2058149.103,182249.4128,218775530.5,67077633.5,3.511849711,7444.054148,5470.844672,1490.656543,320.8252343,38.79503645
